id;nombre_espanol;nombre_archivo;nivel;tipo_ejercicio;posicion;areas_cuerpo;duracion_segundos;requiere_equipo;equipo_necesario;evitar_si_limitacion;objetivos;descripcion_corta;descripcion_completa;instrucciones_clave;beneficios;precauciones;clasificado_por;verificado_manualmente;notas_admin
245;Estiramiento de Pectoral en Pared (Izquierdo);Wall_Pectoral_Stretch_Left.mov;iniciacion;estiramiento | movilidad;de_pie;pecho | hombros | brazos;;t;pared;hombros;flexibilidad | movilidad | postura;Estiramiento del músculo pectoral izquierdo apoyando el brazo en la pared y rotando el tronco hacia el lado contrario.;Este ejercicio consiste en estirar el pectoral izquierdo colocándose de pie junto a una pared, apoyando el antebrazo y codo izquierdo contra ella en ángulo de 90 grados, y girando suavemente el cuerpo hacia la derecha para sentir el estiramiento en el pecho y hombro anterior. Es ideal para contrarrestar la postura encorvada y mejorar la apertura torácica.;Colócate de pie junto a una pared, con el lado izquierdo cerca de ella | Apoya el antebrazo y codo izquierdo en la pared formando un ángulo de 90 grados a la altura del hombro | Gira suavemente el tronco y los pies hacia la derecha hasta sentir un estiramiento suave en el pecho izquierdo | Mantén la posición durante 20-30 segundos respirando profundamente | No fuerces el estiramiento, debe ser cómodo y sin dolor;Mejora la flexibilidad del pectoral y hombro anterior | Ayuda a corregir la postura encorvada hacia adelante | Alivia la tensión en el pecho y mejora la capacidad respiratoria | Previene rigidez en la zona pectoral;Evitar si hay lesión reciente en el hombro o manguito rotador | No realizar movimientos bruscos ni forzar el estiramiento | Detener si se siente dolor agudo en el hombro o pecho;ia;f;
148;Estiramiento de Tríceps por Encima de la Cabeza (Derecho);Overhead_Triceps_Stretch_Right.mov;iniciacion;estiramiento | movilidad;de_pie;brazos | hombros;;f;"";hombros | cuello;flexibilidad | movilidad;Estiramiento suave del tríceps derecho elevando el brazo y llevando la mano hacia la espalda alta.;Este ejercicio consiste en elevar el brazo derecho por encima de la cabeza y flexionar el codo para llevar la mano derecha hacia la parte superior de la espalda, estirando suavemente el músculo tríceps. Se puede realizar de pie o sentado, manteniendo la postura erguida y la respiración constante durante el estiramiento.;Levantar el brazo derecho sobre la cabeza con el codo apuntando hacia arriba | Flexionar el codo y llevar la mano derecha hacia la parte superior de la espalda | Con la mano izquierda, sujetar suavemente el codo derecho para aumentar el estiramiento | Mantener la posición durante 15-30 segundos respirando con normalidad | No forzar el movimiento, mantener el estiramiento cómodo y sin dolor;Mejora la flexibilidad de los tríceps y la parte posterior del brazo | Aumenta la movilidad del hombro | Reduce la tensión en brazos y hombros | Mejora el rango de movimiento para actividades cotidianas;Evitar si hay dolor agudo en el hombro o lesión reciente del manguito rotador | No forzar el estiramiento más allá de una sensación suave de tensión | Mantener el cuello relajado sin inclinar la cabeza hacia adelante;ia;f;
147;Estiramiento de Tríceps por Encima de la Cabeza (Izquierdo);Overhead_Triceps_Stretch_Left.mov;iniciacion;estiramiento | movilidad;de_pie;brazos | hombros;;f;"";hombros | cuello;flexibilidad | movilidad;Estiramiento del músculo tríceps del brazo izquierdo elevando el brazo por encima de la cabeza y flexionando el codo.;Ejercicio de estiramiento específico para el tríceps del brazo izquierdo. Se realiza elevando el brazo izquierdo por encima de la cabeza, doblando el codo para que la mano baje por detrás de la espalda, y con la mano derecha se aplica una suave presión sobre el codo izquierdo para intensificar el estiramiento. Este ejercicio mejora la flexibilidad del brazo y hombro, facilitando actividades cotidianas como peinarse o alcanzar objetos en estantes altos.;Levanta el brazo izquierdo por encima de la cabeza | Dobla el codo para que la mano izquierda baje por detrás del cuello hacia la espalda | Con la mano derecha, sujeta suavemente el codo izquierdo y aplica una presión ligera hacia abajo | Mantén la posición 20-30 segundos sintiendo el estiramiento en la parte posterior del brazo | Mantén la cabeza erguida y evita inclinar el cuello hacia adelante;Mejora la flexibilidad del tríceps y hombro | Facilita actividades de la vida diaria como vestirse o peinarse | Reduce la tensión en la parte posterior del brazo | Aumenta el rango de movimiento del hombro;No forzar el estiramiento si hay dolor en el hombro | Evitar si hay lesión reciente en el manguito rotador | No realizar con dolor cervical agudo | Mantener el estiramiento suave sin rebotes;ia;f;
33;Estiramiento del Zapatero;Cobblers_Stretch.mov;iniciacion;estiramiento | movilidad;sentado;cadera | piernas | gluteos;;f;"";cadera | rodillas;flexibilidad | movilidad;Estiramiento suave de caderas sentado con plantas de los pies juntas, mejorando la flexibilidad de aductores e ingle.;El estiramiento del zapatero es un ejercicio clásico de flexibilidad donde la persona se sienta en el suelo o en una silla, junta las plantas de los pies y deja que las rodillas caigan suavemente hacia los lados. Este movimiento abre las caderas y estira los músculos aductores de la parte interna de los muslos, promoviendo la movilidad articular de la cadera.;Siéntate en el suelo o al borde de una silla con la espalda recta | Junta las plantas de los pies frente a ti | Deja que las rodillas caigan suavemente hacia los lados sin forzar | Mantén la posición durante 20-30 segundos respirando profundamente | Puedes presionar suavemente las rodillas con las manos para profundizar el estiramiento;Mejora la flexibilidad de caderas y aductores | Reduce la tensión en la ingle y parte interna de muslos | Promueve mejor rango de movimiento para caminar | Ayuda a relajar la zona lumbar;No forzar las rodillas hacia abajo si hay dolor | Evitar si hay prótesis de cadera reciente o limitaciones severas | Personas con artrosis de cadera deben realizar con cuidado | Mantener la espalda recta para evitar tensión lumbar;ia;f;
132;Estocada con Patada Frontal (Pierna Izquierda);Lunge_to_Front_Kick_Left.mov;avanzado;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | gluteos | core | cadera;;f;"";rodillas | cadera | espalda;fuerza | equilibrio | confianza | movilidad;Ejercicio dinámico que combina una estocada con una patada frontal con la pierna izquierda, mejorando fuerza y equilibrio.;Este ejercicio avanzado combina dos movimientos en secuencia: primero se realiza una estocada hacia atrás con la pierna izquierda, flexionando ambas rodillas, y al incorporarse se ejecuta una patada frontal con la misma pierna izquierda. Requiere control corporal, fuerza en piernas y glúteos, y un buen sentido del equilibrio para mantener la estabilidad durante la transición.;Comenzar de pie con los pies separados al ancho de caderas | Dar un paso amplio hacia atrás con la pierna izquierda realizando una estocada, bajando la rodilla hacia el suelo | Impulsar el cuerpo hacia arriba trayendo la pierna izquierda al frente en una patada controlada | Mantener el core activado y la mirada al frente durante todo el movimiento | Repetir el movimiento de forma fluida y controlada;Fortalece cuádriceps, glúteos, isquiotibiales y flexores de cadera | Mejora significativamente el equilibrio dinámico y la coordinación | Aumenta la potencia y explosividad en las piernas | Activa el core para mantener la estabilidad del tronco;No recomendado para personas con problemas de rodilla, cadera o equilibrio limitado | Evitar si hay dolor lumbar o problemas de espalda | Requiere supervisión o progresión gradual desde ejercicios más básicos | Puede realizarse con apoyo de silla o pared inicialmente para adaptación;ia;f;
130;Estocada con Rotación de Tronco Izquierda;Lunge_and_Twist_Left.mov;avanzado;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | core | gluteos | espalda;;f;"";rodillas | cadera | espalda;fuerza | equilibrio | movilidad | confianza | postura;Ejercicio de estocada con rotación del torso hacia la izquierda que combina fuerza de piernas y movilidad del tronco.;Este ejercicio combina una estocada frontal con una rotación del tronco hacia el lado izquierdo. Se realiza dando un paso adelante con una pierna, flexionando ambas rodillas para bajar el cuerpo, mientras simultáneamente se rota el torso hacia el lado de la pierna adelantada. Es un movimiento funcional que trabaja la fuerza de las extremidades inferiores, el equilibrio dinámico y la movilidad rotacional del core.;Desde posición de pie, dar un paso adelante con la pierna derecha manteniendo el torso erguido | Flexionar ambas rodillas bajando el cuerpo en estocada, la rodilla trasera casi toca el suelo | Mientras se baja, rotar el tronco hacia la izquierda manteniendo las caderas orientadas al frente | Mantener el core activado y la espalda recta durante toda la rotación | Volver a la posición inicial con control, primero rotando el tronco al centro y luego impulsándose con la pierna delantera;Fortalece cuádriceps, glúteos e isquiotibiales de forma funcional | Mejora el equilibrio dinámico y la coordinación | Aumenta la movilidad rotacional del tronco y la estabilidad del core | Mejora la fuerza funcional para actividades diarias que requieren cambios de dirección;No recomendado para personas con problemas graves de rodilla o prótesis recientes | Evitar si hay problemas lumbares o hernias discales | No forzar la rotación del tronco, mantener movimiento controlado | La rodilla delantera no debe sobrepasar la punta del pie | Usar apoyo cercano si el equilibrio es limitado;ia;f;
192;Estocada lateral a reverencia derecha;Side_to_Cursty_Lunge_Right.mov;avanzado;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | gluteos | core | cadera;;f;"";rodillas | cadera | espalda;fuerza | equilibrio | movilidad | confianza;Ejercicio combinado que alterna entre una estocada lateral y una estocada en reverencia con la pierna derecha, trabajando fuerza y equilibrio en múltiples planos.;Este ejercicio avanzado combina dos movimientos de estocada diferentes en una secuencia fluida. Comienza con una estocada lateral hacia la derecha, desplazando el peso sobre la pierna derecha mientras la izquierda permanece extendida. Luego, mediante un movimiento de transición controlado, se pasa a una estocada en reverencia (curtsy lunge), cruzando la pierna derecha por detrás de la izquierda en diagonal. Este patrón de movimiento multiplanar desafía significativamente el equilibrio, la coordinación y la fuerza de las piernas.;Inicia de pie con los pies separados al ancho de caderas | Da un paso lateral amplio hacia la derecha, flexionando la rodilla derecha mientras mantienes la pierna izquierda extendida | Desde la posición lateral, lleva la pierna derecha hacia atrás y cruzándola por detrás de la pierna izquierda en diagonal (reverencia) | Flexiona ambas rodillas en la posición de reverencia manteniendo el torso erguido | Regresa al centro de forma controlada y repite la secuencia;Fortalece cuádriceps, glúteos, isquiotibiales y abductores de forma integral | Mejora significativamente el equilibrio dinámico y la coordinación | Aumenta la movilidad de cadera en múltiples planos de movimiento | Desarrolla fuerza funcional para actividades cotidianas complejas;No recomendado para personas con problemas graves de rodilla o cadera | Evitar si hay problemas de equilibrio significativos o riesgo de caídas | No forzar el rango de movimiento en la reverencia si causa molestias en la rodilla | Mantener el core activado para proteger la zona lumbar durante las transiciones;ia;f;
239;Extensión de Tríceps;Triceps_Extension.mov;intermedio;fuerza;sentado;brazos;;t;silla | mancuernas;hombros | codos;fuerza | movilidad;Ejercicio para fortalecer la parte posterior de los brazos (tríceps) mediante extensión del codo por encima de la cabeza.;La extensión de tríceps es un ejercicio de fortalecimiento que trabaja específicamente la parte posterior del brazo. Se realiza sentado para mayor estabilidad, elevando un peso por encima de la cabeza y flexionando el codo para bajar el peso detrás de la cabeza, luego extendiendo el brazo de nuevo. Este movimiento aislado ayuda a tonificar y fortalecer los tríceps, músculos importantes para tareas diarias como empujar objetos o levantarse de una silla.;Sentarse erguido en una silla estable con los pies apoyados en el suelo | Sostener una mancuerna ligera con ambas manos y elevarla por encima de la cabeza | Flexionar los codos bajando el peso detrás de la cabeza manteniendo los codos cerca de las orejas | Extender los brazos hacia arriba de nuevo sin bloquear completamente los codos | Realizar el movimiento de forma controlada, evitando balanceos;Fortalece los tríceps mejorando la capacidad para empujar y levantarse | Mejora la fuerza funcional de los brazos para actividades diarias | Tonifica la parte posterior de los brazos reduciendo flacidez;Evitar si hay problemas en hombros o codos | No arquear la espalda durante el movimiento | Comenzar con peso muy ligero y aumentar gradualmente | Mantener el core activado para proteger la espalda baja;ia;f;
18;Extensión de Tríceps Asistida;Assisted_Triceps_Extension.mov;iniciacion;fuerza | movilidad;sentado;brazos;;t;silla;hombros | codos;fuerza | movilidad | confianza;Ejercicio asistido para fortalecer los tríceps (parte posterior del brazo) realizado desde posición sentada con apoyo.;La extensión de tríceps asistida es un ejercicio suave diseñado para fortalecer la parte posterior de los brazos. Se realiza sentado en una silla con respaldo para mayor estabilidad. Una mano ayuda a la otra a realizar el movimiento de extensión, permitiendo un trabajo controlado y seguro del tríceps. Es ideal para personas mayores o con movilidad limitada que necesitan recuperar o mantener la fuerza funcional de los brazos para actividades cotidianas como levantarse de una silla o empujar objetos.;Siéntate erguido en una silla con los pies apoyados en el suelo | Levanta un brazo sobre la cabeza y dóblalo por el codo llevando la mano hacia la espalda | Con la otra mano, sujeta suavemente el codo del brazo elevado para dar soporte | Extiende lentamente el brazo hacia arriba manteniendo el control | Regresa a la posición inicial de forma controlada y repite 8-10 veces por brazo;Fortalece los tríceps necesarios para empujar y levantarse | Mejora la movilidad del hombro y codo | Aumenta la independencia en actividades diarias | Previene la pérdida de masa muscular en los brazos;Evitar si hay dolor agudo en hombros o codos | No forzar el rango de movimiento, trabajar dentro de límites cómodos | Mantener el movimiento lento y controlado para evitar tensión;ia;f;
111;Flexiones Acostadas y Saltos con Rodillas al Pecho;Lay-Down_Push-ups_and_Tuck_Jumps.mov;avanzado;fuerza | cardio | estabilidad;suelo;pecho | brazos | hombros | core | piernas | gluteos;;t;esterilla;espalda | rodillas | hombros | munecas | cuello | cadera;fuerza | confianza;Ejercicio de alta intensidad que combina flexiones desde posición tumbada con saltos explosivos llevando las rodillas al pecho.;Este ejercicio avanzado combina dos movimientos de alto impacto: flexiones comenzando desde una posición completamente tumbada en el suelo, seguidas de saltos explosivos donde se llevan las rodillas hacia el pecho. Requiere fuerza considerable en todo el cuerpo, coordinación y capacidad cardiovascular. Es un ejercicio de entrenamiento funcional de alta intensidad no recomendado para personas mayores o con movilidad limitada.;Comenzar completamente tumbado en el suelo boca abajo | Realizar una flexión de pecho completa hasta posición de pie | Ejecutar un salto vertical llevando ambas rodillas al pecho | Volver a la posición inicial tumbada y repetir;Desarrolla fuerza explosiva de todo el cuerpo | Mejora la capacidad cardiovascular y resistencia anaeróbica;NO RECOMENDADO para personas mayores o con movilidad limitada | Alto riesgo de lesiones en muñecas, hombros, espalda baja y rodillas | Requiere excelente condición física base | Contraindicado para personas con cualquier limitación articular o cardiovascular | Alto impacto articular en rodillas, tobillos y columna;ia;f;
252;Flexiones Amplias;Wide_Push-ups.mov;avanzado;fuerza | estabilidad;suelo;pecho | hombros | brazos | core;;f;esterilla;hombros | munecas | espalda | cuello;fuerza | estabilidad | postura;Flexiones con las manos separadas más allá del ancho de hombros para trabajar intensamente pecho y hombros.;Las flexiones amplias son una variante avanzada de las flexiones tradicionales donde las manos se colocan significativamente más separadas que el ancho de los hombros. Este ejercicio requiere sostener el peso corporal mientras se baja y sube el torso mediante la flexión y extensión de los brazos, con mayor énfasis en los músculos pectorales. Demanda considerable fuerza en la parte superior del cuerpo y estabilidad del core.;Colocarse en posición de plancha con las manos separadas mucho más allá del ancho de hombros | Mantener el cuerpo recto desde la cabeza hasta los talones, activando el core | Bajar el pecho hacia el suelo flexionando los codos hacia los lados | Empujar hacia arriba hasta extender los brazos completamente | Mantener las muñecas alineadas y evitar que las caderas se hundan;Fortalece intensamente los músculos pectorales y hombros | Desarrolla fuerza funcional en la parte superior del cuerpo | Mejora la estabilidad del core y la postura | Aumenta la resistencia muscular de brazos y pecho;No recomendado para personas con problemas de hombros, muñecas o manguito rotador | Evitar si hay dolor lumbar o falta de estabilidad en el core | Puede ejercer presión excesiva en las articulaciones de las muñecas | Requiere evaluación previa de fuerza - considerar modificaciones desde rodillas o contra pared para personas mayores;ia;f;
15;Flexiones Arquero;Archer_Push-ups.mov;avanzado;fuerza | estabilidad;suelo;brazos | hombros | pecho | core;;f;"";hombros | munecas | espalda | cuello;fuerza | estabilidad;Flexión avanzada donde se desplaza el peso lateralmente hacia un brazo mientras el otro se extiende, similar al movimiento de un arquero.;Las flexiones arquero son una variante avanzada de flexiones que implica transferir el peso corporal de lado a lado. Desde posición de plancha con brazos extendidos más anchos que los hombros, se baja el cuerpo desplazando el peso hacia un brazo mientras el otro permanece extendido lateralmente. Este ejercicio requiere fuerza significativa del tren superior y control corporal.;Comenzar en posición de plancha con manos más separadas que el ancho de hombros | Desplazar el peso hacia un lado mientras se flexiona ese brazo | Mantener el brazo contrario extendido lateralmente | Empujar para volver al centro y alternar lados | Mantener core activado y cuerpo alineado durante todo el movimiento;Desarrolla fuerza unilateral del pecho, hombros y tríceps | Mejora la estabilidad y control del core | Aumenta la fuerza funcional del tren superior;NO recomendado para personas mayores o con movilidad limitada | Alto riesgo de lesión en hombros y muñecas sin la fuerza base adecuada | Evitar completamente con cualquier dolor o limitación articular | Requiere evaluación profesional antes de intentar;ia;f;
141;Flexiones Cerradas o Diamante;Narrow_Push-ups.mov;avanzado;fuerza | estabilidad;suelo;brazos | pecho | hombros | core;;f;esterilla;munecas | hombros | espalda | cuello;fuerza | estabilidad | postura;Flexiones con las manos juntas bajo el pecho, incrementando la intensidad en tríceps y pecho interno.;Las flexiones cerradas o diamante son una variante avanzada de las flexiones tradicionales donde las manos se colocan muy juntas, formando un triángulo o diamante con los dedos índices y pulgares. Esta posición estrecha aumenta significativamente la carga sobre los tríceps y la porción interna del pecho, requiriendo mayor fuerza y estabilidad del core para mantener el cuerpo alineado durante el movimiento.;Colócate en posición de plancha con las manos juntas bajo el centro del pecho, formando un diamante con los dedos | Mantén el cuerpo recto desde la cabeza hasta los talones, activando el abdomen | Baja el cuerpo doblando los codos hacia atrás, manteniéndolos cerca del torso | Desciende hasta que el pecho casi toque las manos, luego empuja hacia arriba hasta extender los brazos completamente;Fortalece intensamente los tríceps y pecho interno | Mejora la estabilidad del core y hombros | Desarrolla fuerza funcional del tren superior;No recomendado para personas con problemas en muñecas, hombros o espalda | Requiere fuerza previa significativa en brazos y core | Mantener alineación corporal estricta para evitar lesiones lumbares | Modificar a rodillas apoyadas si es necesario reducir intensidad;ia;f;
76;Flexiones Hindúes;Hindu_Push-ups.mov;avanzado;fuerza | movilidad | estabilidad;suelo;brazos | hombros | pecho | espalda | core;;f;esterilla;espalda | hombros | munecas | cuello | cadera;fuerza | movilidad | flexibilidad | postura;Flexión dinámica que combina movimiento de onda corporal, trabajando todo el tren superior con transición fluida.;Las flexiones hindúes son un ejercicio avanzado de peso corporal que combina fuerza y movilidad. Desde posición de V invertida, se desciende en arco hacia adelante pasando cerca del suelo, terminando con el pecho elevado y caderas bajas, para luego revertir el movimiento. Requiere gran fuerza en hombros, pecho, brazos y core, además de flexibilidad en columna y caderas.;Iniciar en posición de V invertida (perro boca abajo) con caderas elevadas | Descender en arco fluido llevando pecho hacia adelante y cerca del suelo | Elevar el torso superior mientras caderas descienden, arqueando la espalda | Revertir el movimiento para volver a la posición inicial | Mantener core activado durante todo el movimiento;Fortalece de forma integral hombros, pecho, tríceps y espalda | Mejora la movilidad de columna vertebral y caderas | Desarrolla coordinación y fluidez de movimiento | Aumenta flexibilidad en músculos posteriores de piernas;NO recomendado para personas mayores o con movilidad limitada | Requiere fuerza significativa en muñecas, hombros y espalda baja | Alto riesgo de lesión si hay problemas articulares previos | Evitar completamente con cualquier limitación en espalda, hombros o muñecas;ia;f;
151;Flexiones Pike;Pike_Push-ups.mov;avanzado;fuerza | estabilidad;suelo;hombros | brazos | core | espalda;;f;esterilla;hombros | munecas | espalda | cuello | rodillas;fuerza | estabilidad | postura;Flexión avanzada en posición de V invertida que trabaja intensamente hombros y brazos con el peso corporal.;Las flexiones pike son un ejercicio avanzado de fuerza que se realiza formando una V invertida con el cuerpo. Desde posición de plancha, se elevan las caderas hacia el techo manteniendo piernas y brazos extendidos, luego se flexionan los codos bajando la cabeza hacia el suelo. Este movimiento requiere fuerza significativa en hombros, tríceps y core, además de buena movilidad en hombros y flexibilidad en isquiotibiales.;Comenzar en posición de plancha con manos separadas al ancho de hombros | Elevar las caderas formando una V invertida, caminando los pies hacia las manos | Flexionar los codos bajando la cabeza hacia el suelo entre las manos | Empujar de vuelta a la posición de V invertida extendiendo los brazos | Mantener el core activado y la espalda recta durante todo el movimiento;Fortalece intensamente hombros, especialmente deltoides anterior | Desarrolla fuerza en tríceps y parte superior del pecho | Mejora la estabilidad del core y control corporal | Prepara para ejercicios más avanzados como paradas de manos;NO recomendado para personas mayores o con movilidad limitada | Evitar completamente con problemas de hombros, muñecas o cervicales | Requiere supervisión y progresión gradual desde ejercicios más básicos | Puede causar mareos al tener la cabeza invertida | Alto riesgo de lesión si no se tiene la fuerza base necesaria;ia;f;
158;Flexiones Pliométricas;Plyo_Push-ups.mov;avanzado;fuerza | cardio;suelo;brazos | pecho | hombros | core;;f;"";espalda | hombros | munecas | cuello;fuerza;Flexiones explosivas donde las manos despegan del suelo en cada repetición, ejercicio de alta intensidad para tren superior.;Las flexiones pliométricas son un ejercicio avanzado de alta intensidad que combina fuerza y potencia. Desde posición de plancha, se realiza una flexión explosiva impulsando el cuerpo hacia arriba con suficiente fuerza para que las manos despeguen del suelo momentáneamente antes de aterrizar controladamente y repetir el movimiento.;Colocarse en posición de plancha alta con manos a ancho de hombros | Bajar el pecho hacia el suelo manteniendo core activado | Impulsar explosivamente hacia arriba hasta despegar las manos del suelo | Aterrizar suavemente con manos en posición inicial y repetir;Desarrolla potencia explosiva en tren superior | Fortalece pecho, hombros, tríceps y core de forma intensa | Mejora la coordinación neuromuscular;NO RECOMENDADO para personas mayores o con movilidad limitada debido al alto impacto | Requiere fuerza significativa y puede causar lesiones en muñecas, hombros y espalda | Alto riesgo de caídas y sobrecarga articular;ia;f;
99;Flexiones Pliométricas de Rodillas;Knee_Plyo_Push-ups.mov;avanzado;fuerza | cardio;suelo;brazos | pecho | hombros | core;;t;esterilla;hombros | munecas | espalda | cuello | rodillas;fuerza | confianza;Flexiones explosivas con las rodillas apoyadas donde las manos despegan del suelo en la fase ascendente.;Ejercicio pliométrico de alta intensidad que combina flexiones de rodillas con un componente explosivo. Desde posición de rodillas apoyadas, se realiza una flexión descendente controlada seguida de un empuje explosivo que despega las manos del suelo momentáneamente. Requiere fuerza significativa del tren superior y control del core.;Posición inicial de rodillas en el suelo, manos separadas al ancho de hombros | Desciende el pecho hacia el suelo de manera controlada | Empuja explosivamente para despegar las manos del suelo | Aterriza suavemente y absorbe el impacto con los brazos | Mantén el core activado durante todo el movimiento;Desarrolla potencia y fuerza explosiva en pecho, hombros y tríceps | Mejora la coordinación y respuesta neuromuscular | Aumenta la densidad ósea del tren superior;NO recomendado para personas mayores o con movilidad limitada | Alto riesgo de lesión en muñecas, hombros y espalda | Requiere fuerza previa considerable y buena técnica | El impacto puede agravar problemas articulares existentes;ia;f;
200;Flexiones a una pierna (izquierda);Single_Leg_Push-ups_Left.mov;avanzado;fuerza | equilibrio | estabilidad;suelo;brazos | pecho | hombros | core | gluteos | piernas;;f;"";espalda | hombros | munecas | cuello;fuerza | equilibrio | estabilidad;Flexión de brazos en posición de plancha elevando la pierna izquierda, combinando fuerza de tren superior con estabilidad del core.;Ejercicio avanzado que consiste en realizar una flexión de pecho manteniendo elevada la pierna izquierda del suelo. Desde posición de plancha alta, se eleva la pierna izquierda mientras se ejecuta el movimiento de flexión de brazos, bajando el pecho hacia el suelo y subiendo. Este ejercicio demanda gran fuerza en pecho, hombros y tríceps, además de estabilidad considerable del core para mantener el equilibrio con apoyo reducido.;Colócate en posición de plancha alta con manos alineadas bajo los hombros | Eleva la pierna izquierda del suelo manteniéndola recta y alineada con el cuerpo | Desciende flexionando los codos manteniendo el core activado y la pierna elevada | Empuja hacia arriba hasta extender completamente los brazos | Mantén la cadera estable sin rotar durante todo el movimiento;Desarrolla fuerza significativa en pecho, hombros y tríceps | Mejora la estabilidad y control del core | Fortalece los músculos estabilizadores unilateralmente | Incrementa el equilibrio y coordinación corporal;NO recomendado para personas con problemas de hombros, muñecas o espalda baja | Requiere fuerza previa considerable en tren superior | Evitar si hay dolor en las articulaciones al soportar peso corporal | No apto para personas mayores o con movilidad limitada sin supervisión profesional;ia;f;
201;Flexiones a una pierna (pierna derecha);Single_Leg_Push-ups_Right.mov;avanzado;fuerza | equilibrio | estabilidad;suelo;brazos | pecho | hombros | core | espalda | gluteos;;f;"";espalda | hombros | munecas | cuello;fuerza | equilibrio | estabilidad;Flexión de brazos avanzada manteniendo una pierna (derecha) elevada del suelo, requiere fuerza superior del cuerpo y estabilidad del core.;Ejercicio avanzado de fuerza que consiste en realizar flexiones de pecho mientras se mantiene la pierna derecha elevada del suelo. Requiere sostener el peso corporal con ambos brazos y una sola pierna, aumentando significativamente la demanda de fuerza en el tren superior, especialmente pecho, hombros y tríceps, además de requerir gran estabilidad del core y equilibrio.;Colócate en posición de plancha con manos bajo los hombros | Eleva la pierna derecha del suelo manteniéndola extendida | Baja el pecho hacia el suelo doblando los codos, manteniendo el core activado | Empuja hacia arriba hasta la posición inicial sin bajar la pierna derecha | Mantén la espalda recta y el cuerpo alineado durante todo el movimiento;Desarrolla fuerza significativa en pecho, hombros y brazos | Fortalece intensamente el core y mejora la estabilidad corporal | Mejora el equilibrio y la coordinación neuromuscular;NO recomendado para personas con lesiones de hombro o manguito rotador | Evitar si hay problemas de muñecas o síndrome del túnel carpiano | No realizar con dolor cervical o lumbar | Ejercicio de muy alta exigencia, solo para personas con excelente condición física;ia;f;
49;Flexiones con Caída;Drop_Push-ups.mov;avanzado;fuerza | estabilidad;suelo;pecho | brazos | hombros | core;;f;"";hombros | munecas | espalda | cuello;fuerza | estabilidad;Flexiones pliométricas avanzadas que implican dejar caer el cuerpo desde una superficie elevada y amortiguar con los brazos.;Las drop push-ups son un ejercicio pliométrico de alto impacto que combina fuerza y potencia. El ejercicio consiste en dejarse caer desde una posición elevada (usando bloques, steps o escalones) a una posición de plancha, amortiguando la caída con los brazos y realizando inmediatamente una flexión. Este movimiento requiere gran fuerza en el tren superior, estabilidad del core y control muscular excéntrico.;Colocarse en posición de plancha sobre superficies elevadas (bloques o steps) | Dejarse caer de forma controlada hacia el suelo | Amortiguar la caída con los brazos flexionándolos | Realizar una flexión completa antes de volver a la posición inicial | Mantener el core activado y el cuerpo alineado durante todo el movimiento;Desarrolla potencia explosiva en el tren superior | Fortalece pectorales, tríceps y hombros intensamente | Mejora la capacidad de absorción de impacto de los brazos;NO RECOMENDADO para personas mayores o con movilidad limitada | Alto riesgo de lesión en hombros, muñecas y codos | Requiere excelente condición física previa | Puede causar estrés excesivo en articulaciones;ia;f;
48;Flexiones con Doble Palmada;Double_Snap_Push-ups.mov;avanzado;fuerza | cardio;suelo;pecho | brazos | hombros | core;;f;"";espalda | hombros | munecas | cuello;fuerza | confianza;Flexiones explosivas donde se da una palmada doble en el aire antes de volver a apoyar las manos en el suelo.;Ejercicio de flexiones pliométricas de alta intensidad que requiere fuerza explosiva del tren superior. Desde posición de plancha, se desciende en flexión y al subir se empuja con fuerza suficiente para despegar las manos del suelo, dar dos palmadas rápidas en el aire y volver a apoyar las manos para amortiguar la caída. Requiere coordinación, fuerza significativa y estabilidad del core.;Colocarse en posición de plancha alta con manos alineadas bajo los hombros | Descender en flexión manteniendo el core activado y cuerpo alineado | Empujar explosivamente hacia arriba para despegar las manos del suelo | Dar dos palmadas rápidas en el aire mientras el cuerpo está suspendido | Volver a apoyar las manos con control para amortiguar y repetir;Desarrolla fuerza explosiva en pecho, brazos y hombros | Mejora la coordinación y velocidad de reacción | Fortalece significativamente el core y estabilizadores;NO RECOMENDADO para personas mayores o con movilidad limitada | Alto riesgo de lesión en muñecas, hombros y espalda baja | Requiere evaluación médica previa y excelente condición física | Evitar completamente si hay cualquier limitación articular o de movilidad;ia;f;
