id;nombre_espanol;nivel;tipo_ejercicio;posicion;areas_cuerpo;descripcion
75;Plancha Lateral Alta (Lado Derecho);avanzado;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | gluteos;Ejercicio isométrico avanzado de plancha lateral en posición alta, apoyado sobre la mano derecha, manteniendo el cuerpo en línea recta.
74;Plancha Lateral Alta (Lado Izquierdo);avanzado;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | oblicuos;Ejercicio avanzado de plancha lateral apoyado sobre la mano, manteniendo el cuerpo elevado en línea recta sobre el lado izquierdo.
126;Plancha Lateral Baja (Lado Derecho);intermedio;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | gluteos;Ejercicio de fortalecimiento del core en posición lateral sobre el antebrazo derecho, manteniendo el cuerpo alineado con apoyo de rodillas.
123;Plancha Lateral Baja Izquierda;intermedio;fuerza | estabilidad | equilibrio;suelo;core | brazos | hombros | gluteos;Plancha lateral modificada apoyando el antebrazo y rodilla, trabajando el lado izquierdo del cuerpo para fortalecer el core lateral.
190;Plancha Lateral Estrella Derecha;avanzado;fuerza | equilibrio | estabilidad;suelo;core | brazos | hombros | gluteos | piernas;Plancha lateral apoyada sobre brazo derecho con pierna y brazo superior elevados en forma de estrella, ejercicio avanzado de estabilidad del core.
189;Plancha Lateral Estrella Izquierda;avanzado;fuerza | equilibrio | estabilidad;suelo;core | brazos | hombros | gluteos | piernas;Plancha lateral avanzada apoyado sobre brazo izquierdo con pierna y brazo derecho elevados formando una estrella.
168;Plancha Lateral Izquierda con Flexión;avanzado;fuerza | estabilidad | equilibrio;suelo;core | brazos | hombros | pecho;Combinación avanzada de flexión de brazos seguida de una plancha lateral sobre el lado izquierdo, manteniendo el cuerpo alineado.
188;Plancha Lateral con Crunch Oblicuo Derecho;avanzado;fuerza | estabilidad;suelo;core | hombros | brazos | oblicuos;Ejercicio avanzado que combina plancha lateral con contracción de oblicuos del lado derecho, requiriendo fuerza significativa de core y hombro.
187;Plancha Lateral con Crunch Oblicuo Izquierdo;avanzado;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | espalda;Ejercicio avanzado de plancha lateral combinado con contracción de oblicuos del lado izquierdo, trabajando core y estabilidad.
92;Plancha Lateral con Rodillas Apoyadas (Lado Derecho);avanzado;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | oblicuos;Plancha lateral modificada apoyando las rodillas, activando el core y los oblicuos del lado derecho.
91;Plancha Lateral con Rodillas Apoyadas (Lado Izquierdo);intermedio;fuerza | estabilidad;suelo;core | hombros | brazos | oblicuos;Plancha lateral modificada apoyando las rodillas en lugar de los pies, trabajando el lado izquierdo del cuerpo para fortalecer el core y los oblicuos.
155;Plancha a Perro Boca Abajo;avanzado;fuerza | movilidad | estabilidad | estiramiento;suelo;core | brazos | hombros | espalda | piernas;Transición dinámica desde posición de plancha hasta perro boca abajo, combinando fuerza y estiramiento de todo el cuerpo.
25;Plancha con Despegue;avanzado;fuerza | estabilidad | cardio;cuadrupedia;core | brazos | hombros | pecho | espalda;Ejercicio avanzado de plancha con impulso dinámico que combina fuerza del core con movimiento explosivo de piernas.
154;Plancha con Toque de Hombro;avanzado;fuerza | estabilidad | equilibrio;cuadrupedia;core | brazos | hombros | pecho | espalda;Ejercicio avanzado de plancha donde se mantiene la posición mientras se tocan alternativamente los hombros opuestos con las manos.
97;Plancha lateral baja con rodillas (lado derecho);intermedio;fuerza | estabilidad;suelo;core | hombros | brazos | oblicuos;Plancha lateral modificada apoyando rodillas en el suelo, trabajando el lado derecho del cuerpo para fortalecer el core lateral.
94;Plancha lateral baja con rodillas apoyadas (izquierda);intermedio;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | gluteos;Plancha lateral modificada apoyando rodillas y antebrazo izquierdo, activando el core y la estabilidad lateral del cuerpo.
169;Plancha lateral derecha con flexión;avanzado;fuerza | estabilidad | equilibrio;suelo;core | brazos | hombros | pecho;Ejercicio avanzado que combina flexión de brazos con plancha lateral derecha, trabajando intensamente el core y la parte superior del cuerpo.
50;Plancha sobre codos con elevación de piernas;avanzado;fuerza | estabilidad;suelo;core | brazos | hombros | gluteos | piernas | espalda;Ejercicio avanzado de plancha sobre antebrazos con elevaciones alternadas de piernas que desafía el core y la estabilidad corporal total.
31;Postura del Niño;iniciacion;estiramiento | movilidad;suelo;espalda | hombros | cadera;Postura de yoga de descanso que estira suavemente la espalda, hombros y caderas mientras se descansa arrodillado con el torso hacia adelante.
38;Puente de Cangrejo;avanzado;fuerza | estabilidad | movilidad;suelo;brazos | hombros | core | gluteos | piernas | espalda;Ejercicio de puente invertido con soporte en manos y pies, elevando las caderas hacia el techo mientras el cuerpo mira hacia arriba.
197;Puente de Cangrejo a Una Pierna (Derecha);avanzado;fuerza | equilibrio | estabilidad;suelo;gluteos | core | brazos | hombros | piernas | espalda;Posición de puente invertido apoyado en manos y pies, elevando una pierna (derecha) mientras se mantiene la cadera elevada.
196;Puente de Cangrejo a Una Pierna (Izquierda);avanzado;fuerza | estabilidad | equilibrio;suelo;gluteos | core | brazos | hombros | piernas | espalda;Posición invertida de puente apoyando manos y pies, elevando una pierna (izquierda) mientras se mantiene la cadera elevada.
194;Puente de Glúteo con Pierna Izquierda Elevada;avanzado;fuerza | equilibrio | estabilidad;tumbado;gluteos | piernas | core | espalda;Ejercicio de puente de glúteo apoyando solo una pierna (la derecha), mientras la pierna izquierda permanece elevada, aumentando la intensidad del trabajo unilateral.
195;Puente de glúteo con una pierna (derecha);avanzado;fuerza | estabilidad | equilibrio;tumbado;gluteos | piernas | core | espalda;Ejercicio tumbado boca arriba que consiste en elevar la cadera manteniendo solo la pierna derecha apoyada en el suelo.
26;Puente de glúteos;intermedio;fuerza | estabilidad;tumbado;gluteos | core | piernas | espalda;Ejercicio tumbado boca arriba que consiste en elevar la cadera del suelo creando una línea recta desde rodillas hasta hombros.
58;Puente de glúteos;iniciacion;fuerza | estabilidad;tumbado;gluteos | core | piernas | espalda;Ejercicio tumbado boca arriba que consiste en elevar la cadera del suelo formando un puente con el cuerpo.
40;Puñetazos Cruzados;intermedio;fuerza | cardio | movilidad;de_pie;brazos | hombros | pecho | core;Movimiento dinámico de brazos cruzando el cuerpo alternadamente como puñetazos, fortaleciendo tren superior y activando el core.
57;Ranas o Saltos de Rana;avanzado;fuerza | cardio | equilibrio;de_pie;piernas | core | gluteos | cadera;Ejercicio dinámico que implica saltos en cuclillas imitando el movimiento de una rana, trabajando potencia en tren inferior.
174;Rockstars (Estrellas de Rock);intermedio;movilidad | equilibrio | cardio | fuerza;de_pie;core | brazos | hombros | piernas;Ejercicio dinámico que combina movimientos de brazos amplios tipo estrella con apertura de piernas, imitando poses energéticas de estrella de rock.
105;Rodilla al pecho y ponerse de pie (pierna derecha);intermedio;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | core | gluteos | cadera;Ejercicio que combina elevar la rodilla derecha hacia el pecho y realizar una transición controlada para ponerse de pie, trabajando fuerza y equilibrio.
104;Rodilla y Levantarse (Izquierda);intermedio;fuerza | equilibrio | movilidad;suelo;piernas | gluteos | core;Ejercicio de transición desde posición de rodillas a posición de pie, apoyándose principalmente en la pierna izquierda.
66;Rodillas Altas;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | core | gluteos;Ejercicio cardiovascular de alto impacto que consiste en elevar las rodillas alternadamente hacia el pecho mientras se mantiene una postura erguida.
249;Rodillas Altas Amplias;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | core | gluteos;Ejercicio cardiovascular de alto impacto que consiste en elevar las rodillas alternativamente hacia el pecho con una postura amplia.
164;Rodillas Altas con Pulsaciones;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | core | gluteos;Ejercicio cardiovascular de alto impacto que consiste en elevar las rodillas alternadamente hacia el pecho con pequeñas pulsaciones en posición elevada.
161;Rodillas Potentes Derecha;intermedio;fuerza | equilibrio | cardio;de_pie;piernas | core | gluteos;Ejercicio unilateral que consiste en elevar enérgicamente la rodilla derecha hacia el pecho mientras se mantiene el equilibrio sobre la pierna izquierda.
160;Rodillas Potentes Izquierda;intermedio;fuerza | equilibrio | cardio;de_pie;piernas | core | gluteos;Elevación enérgica de la rodilla izquierda hacia el pecho, trabajando fuerza de piernas y equilibrio sobre la pierna derecha.
109;Salto Lateral con Toque al Suelo;avanzado;cardio | fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core | equilibrio;Salto lateral de una pierna a otra con descenso controlado para tocar el suelo con la mano.
210;Salto con Chasquido;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | core | gluteos;Ejercicio de salto explosivo que combina un movimiento rápido de piernas con impulso vertical, diseñado para trabajar potencia y coordinación.
258;Salto en Sentadilla con X;avanzado;fuerza | cardio | potencia;de_pie;piernas | gluteos | core | pantorrillas;Ejercicio pliométrico de alta intensidad que combina sentadilla profunda con salto explosivo, formando una X con brazos y piernas en el aire.
254;Salto en X;avanzado;cardio | fuerza | equilibrio | estabilidad;de_pie;piernas | core | gluteos | brazos | hombros;Ejercicio de salto explosivo con apertura de piernas y brazos formando una X en el aire.
65;Saltos Altos;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core | pantorrillas;Ejercicio de alto impacto que consiste en saltar verticalmente lo más alto posible, activando toda la cadena muscular inferior.
110;Saltos Laterales;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Saltos explosivos de lado a lado que mejoran la potencia y agilidad de las piernas.
159;Saltos Pogo;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Saltos continuos sobre las puntas de los pies manteniendo las piernas relativamente rectas, simulando el movimiento de un pogo stick.
112;Saltos Snap Tumbado;avanzado;cardio | fuerza | estabilidad;tumbado;piernas | core | gluteos | espalda;Ejercicio explosivo que combina posición tumbada con saltos verticales, requiriendo levantarse rápidamente del suelo.
32;Saltos con Palmadas;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | brazos | hombros | gluteos | core;Ejercicio cardiovascular de alto impacto que combina saltos laterales de piernas con palmadas de brazos sobre la cabeza.
240;Saltos con Rodillas al Pecho;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | core | gluteos;Salto explosivo elevando ambas rodillas hacia el pecho en el aire, ejercicio de alto impacto y alta intensidad cardiovascular.
128;Saltos con Zancada y Rodilla Alta Izquierda;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Ejercicio de alto impacto que combina zancadas con saltos explosivos y elevación de rodilla en la pierna izquierda.
23;Saltos de 180 Grados;avanzado;cardio | fuerza | equilibrio | estabilidad;de_pie;piernas | core | gluteos;Salto explosivo con rotación de 180 grados en el aire, aterrizando en dirección opuesta.
209;Saltos de Esquiador;avanzado;cardio | fuerza | equilibrio | estabilidad;de_pie;piernas | core | gluteos;Ejercicio de saltos laterales que simula el movimiento de un esquiador, alternando el peso de lado a lado con pequeños saltos.
224;Saltos de Estrella;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | brazos | hombros | gluteos | core;Ejercicio de salto con apertura y cierre simultáneo de piernas y brazos, similar a jumping jacks pero con movimiento de estrella.
68;Saltos de Plancha Alta;avanzado;fuerza | cardio | estabilidad;cuadrupedia;core | brazos | hombros | piernas | pecho;Ejercicio de alta intensidad que combina la posición de plancha con saltos laterales de piernas, similar a jumping jacks horizontales.
129;Saltos de Zancada con Rodilla Alta Derecha;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Ejercicio pliométrico que combina una zancada explosiva con elevación de rodilla alta del lado derecho, requiriendo potencia y coordinación avanzada.
90;Saltos de tijera;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | brazos | hombros | core | gluteos;Ejercicio cardiovascular de alto impacto que implica saltos con apertura y cierre simultáneo de piernas y brazos.
39;Saltos de tijera cruzados;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | brazos | hombros | core | gluteos;Variación de saltos de tijera donde brazos y piernas se cruzan por delante del cuerpo en lugar de abrirse lateralmente.
69;Saltos de tijera en plancha alta;avanzado;fuerza | cardio | estabilidad;cuadrupedia;core | hombros | brazos | piernas | pecho;Ejercicio de alta intensidad que combina la plancha alta con saltos de piernas hacia afuera y adentro, similar a un jumping jack horizontal.
86;Saltos de tijera o jumping jacks;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | brazos | hombros | core | gluteos;Ejercicio cardiovascular de impacto que combina saltos con apertura simultánea de piernas y brazos.
63;Saludo inicial o bienvenida;iniciacion;movilidad;sentado;brazos | hombros;Movimiento suave de saludo con los brazos para iniciar la sesión y preparar el cuerpo.
217;Sentadilla con Cruce en X;avanzado;fuerza | cardio | equilibrio | estabilidad;de_pie;piernas | core | gluteos | hombros;Ejercicio combinado que alterna sentadillas con abdominales de pie en movimiento cruzado, ideal para trabajar tren inferior y core simultáneamente.
47;Sentadilla con Doble Pulso;avanzado;fuerza | estabilidad;de_pie;piernas | gluteos | core;Sentadilla con dos pulsos pequeños en la posición baja antes de subir, intensificando el trabajo muscular en piernas y glúteos.
218;Sentadilla con Elevación de Rodilla;avanzado;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | core | gluteos;Ejercicio dinámico que combina una sentadilla profunda con una elevación explosiva de rodilla, trabajando fuerza de piernas y equilibrio.
214;Sentadilla con Patada Lateral;avanzado;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core | cadera;Combinación de sentadilla profunda seguida de una patada lateral, ejercicio dinámico que trabaja piernas, glúteos y equilibrio.
216;Sentadilla con Toque al Suelo;avanzado;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | gluteos | core | espalda;Sentadilla profunda con descenso controlado tocando el suelo con las manos, que requiere fuerza significativa en piernas y buena movilidad.
248;Sentadilla contra la pared;intermedio;fuerza | estabilidad;de_pie;piernas | gluteos | core;Ejercicio isométrico que consiste en mantener una posición de sentadilla apoyando la espalda contra la pared.
136;Sentadilla en Pared con Marcha;avanzado;fuerza | equilibrio | estabilidad;de_pie;piernas | core | gluteos;Ejercicio que combina sentadilla isométrica contra pared mientras se alternan las piernas levantándolas como si marchara.
257;Sentadilla en X;intermedio;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Sentadilla con posición de piernas cruzadas en forma de X, trabajando fuerza y equilibrio avanzado de tren inferior.
219;Sentadillas;intermedio;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Flexión controlada de rodillas y cadera bajando el cuerpo como si fueras a sentarte, manteniendo la espalda recta.
157;Sentadillas Plié;intermedio;fuerza | equilibrio | movilidad;de_pie;piernas | gluteos | core | cadera;Sentadilla con piernas abiertas y pies hacia afuera que fortalece muslos internos, glúteos y mejora el equilibrio.
146;Sentadillas con Brazos Elevados;avanzado;fuerza | equilibrio | estabilidad | movilidad;de_pie;piernas | core | hombros | gluteos | espalda;Sentadilla profunda manteniendo los brazos completamente extendidos por encima de la cabeza, requiere gran movilidad y fuerza.
215;Sentadillas con Estrellas;intermedio;fuerza | cardio | equilibrio;de_pie;piernas | gluteos | core | brazos | hombros;Sentadilla combinada con apertura de brazos y piernas en forma de estrella al subir, ejercicio dinámico que trabaja todo el cuerpo.
162;Sentadillas con Manos en la Nuca;intermedio;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Sentadilla de pie con las manos entrelazadas detrás de la cabeza, fortaleciendo piernas y glúteos mientras se mantiene el equilibrio.
142;Sentadillas con Pies Juntos;intermedio;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Sentadillas realizadas con los pies más juntos de lo habitual, aumentando el desafío de equilibrio y fortaleciendo cuádriceps y glúteos.
220;Sentadillas con Pies Rápidos;avanzado;fuerza | cardio | equilibrio;de_pie;piernas | gluteos | core;Ejercicio dinámico que combina sentadillas con movimientos rápidos de pies para mejorar fuerza, coordinación y resistencia cardiovascular.
165;Sentadillas con Pulsos;intermedio;fuerza | estabilidad;de_pie;piernas | gluteos | core;Sentadillas con pequeños rebotes manteniendo la posición baja para incrementar la intensidad muscular en piernas y glúteos.
89;Sentadillas con Salto;avanzado;fuerza | cardio | equilibrio;de_pie;piernas | gluteos | core;Ejercicio de alta intensidad que combina sentadilla profunda con salto explosivo vertical.
81;Sentadillas con Salto Abriendo y Cerrando Piernas;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Ejercicio pliométrico que combina sentadillas con saltos alternando posición de piernas abiertas y cerradas.
22;Sentadillas con Salto de 180 Grados;avanzado;fuerza | cardio | equilibrio | estabilidad;de_pie;piernas | gluteos | core | espalda;Ejercicio pliométrico avanzado que combina sentadilla profunda con salto explosivo y giro de 180 grados en el aire.
156;Sentadillas con Salto en Plié;avanzado;fuerza | cardio | equilibrio;de_pie;piernas | gluteos | core;Sentadilla con piernas abiertas y pies hacia afuera que incluye un salto explosivo, ejercicio de alto impacto para fortalecimiento de piernas.
29;Sentadillas con Salto y Patada de Glúteos;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Ejercicio de alta intensidad que combina sentadillas con salto y patadas de talón hacia los glúteos, requiriendo fuerza explosiva y coordinación avanzada.
127;Sentadillas con Saltos Bajos;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Ejercicio cardiovascular que combina sentadillas bajas con saltos laterales alternos de bajo impacto.
213;Sentadillas con Saltos Laterales;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Ejercicio dinámico que combina sentadillas con saltos laterales alternados, elevando la frecuencia cardíaca.
56;Sentadillas de Rana;intermedio;fuerza | movilidad | estabilidad;de_pie;piernas | gluteos | core | cadera;Sentadilla profunda con piernas separadas y pies hacia afuera, imitando la postura de una rana.
212;Spiderman;avanzado;fuerza | movilidad | estabilidad;cuadrupedia;core | brazos | hombros | piernas | pecho | espalda;Ejercicio dinámico en posición de plancha que alterna llevando una rodilla hacia el codo del mismo lado, imitando el movimiento de escalada de Spiderman.
241;Subidas y Bajadas;intermedio;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | core | gluteos | brazos;Ejercicio dinámico que implica subir y bajar del suelo o de una posición baja a estar de pie, trabajando fuerza de piernas y core.
103;Subidas y Bajadas de Rodilla;iniciacion;movilidad | fuerza | equilibrio;de_pie;piernas | core | cadera;Ejercicio de elevación alternada de rodillas hacia el pecho, mejorando la movilidad de cadera y fortaleciendo el core.
230;Superman;avanzado;fuerza | estabilidad;tumbado;espalda | core | gluteos | hombros;Ejercicio tumbado boca abajo elevando brazos y piernas simultáneamente, fortaleciendo toda la cadena posterior del cuerpo.
243;Superman;avanzado;fuerza | estabilidad;tumbado;espalda | gluteos | core | hombros;Ejercicio tumbado boca abajo donde se elevan simultáneamente brazos y piernas extendidas, fortaleciendo la cadena posterior.
51;Superman;avanzado;fuerza | estabilidad;tumbado;espalda | gluteos | core | hombros;Ejercicio tumbado boca abajo elevando brazos y piernas simultáneamente, fortaleciendo la cadena posterior del cuerpo.
259;Superman;avanzado;fuerza | estabilidad;tumbado;espalda | core | gluteos | hombros;Ejercicio tumbado boca abajo que consiste en elevar simultáneamente brazos y piernas del suelo, fortaleciendo la cadena posterior del cuerpo.
233;Superman;intermedio;fuerza | estabilidad;tumbado;espalda | gluteos | core | hombros;Ejercicio tumbado boca abajo que fortalece la espalda baja y glúteos elevando brazos y piernas simultáneamente.
178;Tijeras;avanzado;fuerza | estabilidad | cardio;tumbado;core | piernas | gluteos;Ejercicio abdominal intenso donde se alternan movimientos de piernas en tijera mientras se está tumbado boca arriba.
177;Tijeras Abdominales;avanzado;fuerza | estabilidad;tumbado;core | piernas;Ejercicio abdominal intenso tumbado boca arriba con movimiento alternado de piernas en el aire simulando tijeras.
231;Tirón de Superman;avanzado;fuerza | estabilidad;tumbado;espalda | core | hombros | gluteos;Ejercicio en posición boca abajo que fortalece la espalda baja mediante elevación de brazos y piernas con movimiento de tracción.
235;Toque de Puntas;iniciacion;movilidad | equilibrio | cardio;de_pie;piernas | core;Ejercicio de bajo impacto donde se alternan toques ligeros con la punta del pie hacia adelante o al lado, manteniendo el equilibrio.
226;Toques de Estrella con los Dedos del Pie;avanzado;movilidad | equilibrio | fuerza | cardio;de_pie;piernas | core | brazos | hombros | gluteos;Ejercicio dinámico que implica abrir brazos y piernas en forma de estrella mientras se tocan alternativamente los dedos de los pies con las manos opuestas.
236;Toques de dedos de los pies;intermedio;flexibilidad | estiramiento | movilidad;de_pie;piernas | core | espalda | gluteos;Flexión hacia adelante para tocar los dedos de los pies, mejorando la flexibilidad de la cadena posterior.
62;Toques de talón;intermedio;fuerza | cardio | estabilidad;suelo;core | piernas | gluteos;Ejercicio abdominal en el suelo donde se alternan toques de las manos a los talones con ligera flexión lateral del tronco.
87;Trote en el sitio;intermedio;cardio | equilibrio;de_pie;piernas | core | gluteos;Ejercicio cardiovascular que consiste en simular el movimiento de trote sin desplazarse, elevando las rodillas alternadamente.
242;V-ups o Elevaciones en V;avanzado;fuerza | estabilidad;tumbado;core | piernas;Ejercicio abdominal avanzado que consiste en elevar simultáneamente piernas y torso formando una V mientras se está tumbado boca arriba.
163;X Prona;avanzado;fuerza | estabilidad;tumbado;espalda | hombros | core | gluteos;Ejercicio en posición boca abajo que fortalece la espalda alta y hombros mediante elevación de brazos en forma de X.
182;Zancada Lateral con Toque al Suelo;avanzado;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | gluteos | core | cadera;Zancada lateral amplia llevando la mano hacia el suelo del lado de la pierna flexionada, trabajando fuerza, equilibrio y movilidad de cadera.
134;Zancada a Rodilla Alta (Izquierda);avanzado;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | gluteos | core;Ejercicio dinámico que combina una zancada hacia atrás con elevación de rodilla izquierda, trabajando fuerza y equilibrio unilateral.
135;Zancada a Rodilla Alta Derecha;avanzado;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | gluteos | core;Ejercicio dinámico que combina una zancada con elevación explosiva de rodilla derecha, trabajando fuerza y equilibrio unilateral.
131;Zancada con Giro hacia la Derecha;avanzado;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | core | gluteos | espalda;Ejercicio que combina una zancada o estocada con rotación del torso hacia la derecha, trabajando piernas, glúteos y core simultáneamente.
133;Zancada con Patada Frontal Derecha;avanzado;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | gluteos | core;Ejercicio dinámico que combina una zancada hacia atrás con una patada frontal explosiva con la pierna derecha, trabajando fuerza y equilibrio.
191;Zancada lateral a reverencia izquierda;avanzado;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | gluteos | core | cadera;Movimiento combinado que inicia con una zancada lateral hacia la izquierda y transiciona a una zancada en reverencia cruzando la pierna detrás.
149;Zancadas Pendulares Izquierda;intermedio;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Zancadas dinámicas con movimiento de péndulo hacia adelante y atrás con la pierna izquierda, manteniendo el equilibrio sobre la pierna derecha.
150;Zancadas Péndulo Derecha;intermedio;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Zancadas dinámicas alternando hacia adelante y atrás con la pierna derecha en movimiento continuo tipo péndulo.
152;Zancadas con Giro;avanzado;fuerza | equilibrio | estabilidad | movilidad;de_pie;piernas | gluteos | core | cadera;Zancada hacia adelante con rotación del torso, combinando fuerza de piernas con control del core y equilibrio dinámico.
88;Zancadas con Salto;avanzado;cardio | fuerza | equilibrio;de_pie;piernas | gluteos | core;Ejercicio pliométrico que combina zancadas alternadas con saltos explosivos, requiriendo alta intensidad y coordinación.
237;Zancadas con Toque al Suelo;avanzado;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core | cuadriceps;Zancada profunda hacia adelante tocando el suelo con las manos, simulando el gesto de anotar un touchdown en fútbol americano.
43;Zancadas con reverencia (pierna derecha);avanzado;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Zancada diagonal cruzando la pierna derecha por detrás hacia el lado contrario, simulando una reverencia, que trabaja intensamente glúteos y equilibrio.
42;Zancadas con reverencia izquierda;avanzado;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Zancada lateral cruzada donde la pierna izquierda se desplaza hacia atrás en diagonal detrás de la pierna derecha, simulando una reverencia.
55;Zancadas hacia adelante;avanzado;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Ejercicio de dar un paso largo hacia adelante flexionando ambas rodillas para fortalecer piernas y glúteos.
19;Zancadas hacia atrás;intermedio;fuerza | equilibrio | estabilidad;de_pie;piernas | gluteos | core;Ejercicio de fuerza que consiste en dar un paso largo hacia atrás, flexionando ambas rodillas hasta formar ángulos de 90 grados.
184;Zancadas laterales derecha;intermedio;fuerza | equilibrio | movilidad;de_pie;piernas | gluteos | core | cadera;Zancada lateral hacia el lado derecho que fortalece piernas y glúteos mientras mejora el equilibrio y la movilidad lateral.
183;Zancadas laterales izquierda;intermedio;fuerza | equilibrio | movilidad;de_pie;piernas | gluteos | core | cadera;Zancada lateral hacia el lado izquierdo para fortalecer piernas, glúteos y mejorar el equilibrio lateral.
